Product_HHI,Store_Preference,Web_Engagement,PC1_Total_TotalPurchases,Wine_Preference,Meat_Preference,Fish_Preference,Fruit_Preference,Sweet_Preference,Gold_Preference,Dominant_Product,Top_Product_Share
-0.30674937038714245,-1.5105882352941171,0.25,0.6494402424201514,0.3927025355596784,0.3376623376623376,0.1063698206555349,0.0544217687074829,0.0544217687074829,0.0544217687074829,Wine,0.3927025355596784
-0.383438217210624,-0.4705882352941176,-0.25,-0.7967771525945356,0.4074074074074074,0.2222222222222222,0.074074074074074,0.037037037037037,0.037037037037037,0.2222222222222222,Wine,0.4074074074074074
0.029848060108735922,0.38655462184873907,-0.5,0.3232423816421183,0.5489690721649485,0.163659793814433,0.143041237113402,0.0631443298969072,0.027061855670103,0.0541237113402061,Wine,0.5489690721649485
-0.5526620126683224,0.5294117647058824,0.0,-0.6352724066383294,0.2075471698113207,0.3773584905660377,0.1886792452830188,0.0754716981132075,0.0566037735849056,0.0943396226415094,Meat,0.3773584905660377
-0.37900150503039925,-0.5758513931888544,-0.25,0.11781180480147505,0.4099526066350711,0.2796208530805687,0.1090047393364928,0.1018957345971564,0.0639810426540284,0.0355450236966824,Wine,0.4099526066350711
1.0083506353845038,0.25668449197860926,0.0,0.34083719167129145,0.7262569832402235,0.1368715083798882,0.0,0.0586592178770949,0.0586592178770949,0.0195530726256983,Wine,0.7262569832402235
-0.42687730057929574,-0.4705882352941176,0.0,0.2614251561950809,0.3983050847457627,0.2779661016949152,0.0847457627118644,0.1101694915254237,0.0830508474576271,0.0457627118644067,Wine,0.3983050847457627
-0.078600003894941,-0.07058823529411738,0.5,-0.38090179578977856,0.4497041420118343,0.3313609467455621,0.0177514792899408,0.059171597633136,0.0059171597633136,0.136094674556213,Wine,0.4497041420118343
0.12400840935242315,-0.4705882352941176,0.75,-0.7271215308641252,0.3043478260869565,0.5217391304347826,0.0652173913043478,0.0,0.0652173913043478,0.0434782608695652,Meat,0.5217391304347826
0.3101376893063425,-2.4705882352941173,3.5,-0.8626934250257117,0.5714285714285714,0.1224489795918367,0.0204081632653061,0.0,0.0204081632653061,0.2653061224489796,Wine,0.5714285714285714
-0.6831604501498222,0.5294117647058824,0.5,-0.6873509733950994,0.0983606557377049,0.180327868852459,0.180327868852459,0.2622950819672131,0.0163934426229508,0.2622950819672131,Fruit,0.2622950819672131
-0.36577741003766184,0.5294117647058824,-1.0,0.22669804806901486,0.176043557168784,0.4355716878402904,0.2041742286751361,0.0553539019963702,0.101633393829401,0.0272232304900181,Meat,0.4355716878402904
1.2224245595418295,-0.4705882352941176,0.0,-0.0884615378381133,0.7516129032258064,0.1709677419354838,0.0096774193548387,0.0064516129032258,0.0161290322580645,0.0451612903225806,Wine,0.7516129032258064
-0.4341371993119896,1.1294117647058821,0.5,-0.7631953928631509,0.0652173913043478,0.3695652173913043,0.1304347826086956,0.3043478260869565,0.0217391304347826,0.108695652173913,Meat,0.3695652173913043
1.2345978844128547,0.29864253393665147,-0.75,0.6317732312407834,0.7650190114068441,0.0874524714828897,0.0448669201520912,0.0167300380228136,0.0517110266159695,0.0342205323193916,Wine,0.7650190114068441
0.08406757995088637,-0.4705882352941176,0.5,-0.5107231579240733,0.5520833333333334,0.1979166666666666,0.0208333333333333,0.0520833333333333,0.1354166666666666,0.0416666666666666,Wine,0.5520833333333334
-0.16014090445416546,0.29864253393665147,0.25,-0.15623988034237213,0.2649842271293375,0.1198738170347003,0.473186119873817,0.0157728706624605,0.0378548895899053,0.0883280757097791,Fish,0.473186119873817
0.3087302308702493,-0.39366515837104094,-0.25,0.711489515201494,0.5679012345679012,0.2794612794612794,0.0,0.0448933782267115,0.0089786756453423,0.0987654320987654,Wine,0.5679012345679012
-0.7104504191983841,-0.2205882352941175,0.0,-0.49395656642991953,0.0300751879699248,0.1428571428571428,0.225563909774436,0.1278195488721804,0.1804511278195488,0.2932330827067669,Gold,0.2932330827067669
