Recency,TotalPurchases,Total_Spent,AvgPerPurchase_Transformed,Income,Income_per_Family_Member_Transformed,cluster
-0.18,0.5384615384615384,1.851851851851852,1.0264931843672087,0.734701901629428,1.0804468851628417,0
-0.74,-0.8461538461538461,-0.3867177522349936,-0.9694873355263616,-0.7623757135836075,-0.2491412835243383,1
-0.8,0.4615384615384615,0.3019157088122605,0.2227579386268663,0.1364938943707232,0.6705495778568841,2
0.76,-0.2307692307692307,-0.2365261813537675,-0.3446481389619326,-0.6585157460965559,-0.5582175156145668,1
-0.88,-0.8461538461538461,-0.3887611749680715,-1.0273156428650494,-0.7630410948546369,-0.6875591054493684,1
0.76,-0.4615384615384615,-0.3243933588761175,-0.6109876212750236,-0.8460625307171752,-0.800289705431473,1
-0.62,0.9230769230769232,0.3897828863346104,0.1318370425644243,0.9021360251030208,1.1797359167412056,0
0.92,-0.6153846153846154,-0.3478927203065134,-0.6636438711168776,-0.6681940191297115,-0.8654199209159027,1
-0.02,-0.1538461538461538,-0.2508301404853129,-0.4469403884315732,-0.4656156667044724,-0.6564884181272153,1
-0.92,0.1538461538461538,-0.0250319284802043,-0.0504538584248649,-0.03463007069676,0.0320203003230508,2
0.42,0.3076923076923077,0.9905491698595148,0.7766260488928439,0.8486635665948358,1.148625663830649,0
0.6,-0.3846153846153846,-0.2068965517241379,-0.1283744129740001,0.0799969755396771,0.1184420222281777,2
0.4,-0.7692307692307693,-0.3724137931034483,-0.7866345348935105,-0.2764054289062795,-0.1687074147796349,1
0.7,-0.3846153846153846,-0.3611749680715198,-0.992013439000496,-0.8440361423008582,-0.7974169737289866,1
-0.38,-0.6923076923076923,-0.3591315453384419,-0.6997546358478878,-0.6483535594117424,-0.5462900372174055,1
0.46,0.5384615384615384,0.2140485312899106,0.1016052853870802,-0.1093947298778874,-0.0271706286860149,2
-0.24,-0.6153846153846154,-0.3407407407407407,-0.5966517025650895,0.0084684889040111,-0.2671800200737167,1
-0.1,0.7692307692307693,0.594125159642401,0.3409174765565832,0.8155154814562776,1.1290635710210806,0
-0.34,0.0769230769230769,0.0137931034482758,0.0534261607861062,-0.0418282862651695,0.5261148820282746,2
-0.98,-0.6153846153846154,-0.3315453384418901,-0.5190546514690898,-0.1122074779781482,-0.0294443693071683,1
-0.12,-0.6153846153846154,-0.3489144316730523,-0.6737687929136679,-0.5135231182185929,-0.3972606428276274,1
0.2,0.9230769230769232,0.789272030651341,0.4117580328400501,1.0331556462893652,0.6957468682216267,0
0.38,0.0769230769230769,0.7392081736909323,0.7569728849205462,0.4328910060111149,0.8859057589797242,0
-0.28,0.3846153846153846,0.7157088122605364,0.5797419986400247,1.0785830403387395,1.2787245917056844,0
0.9,-0.7692307692307693,-0.3754789272030651,-0.8391782283365959,-0.8147593663755623,-0.7566173800336514,1
-0.68,-0.1538461538461538,-0.2140485312899106,-0.3168667858563525,-0.0737060980681259,-0.3272342302573404,1
0.14,0.8461538461538461,0.5246487867177523,0.2640350700860914,0.026615250841178,-0.2542564669007409,2
-0.64,-0.4615384615384615,-0.2569604086845466,-0.2463095364484973,-0.3924539714944615,-0.2759417161008704,1
-0.62,-0.0769230769230769,0.4633461047254151,0.6530631363055869,1.1349287361536426,1.3092262006296438,0
-0.06,0.6923076923076923,0.5849297573435505,0.3628929206396247,0.7792522021851725,0.5611336178197103,0
-0.18,0.1538461538461538,1.4544061302681992,1.075314386810206,0.5018487013723488,0.93231921775043,0
-0.44,0.3846153846153846,0.2160919540229885,0.1679683279938268,0.1740576915806585,0.1858412700836575,2
0.92,0.7692307692307693,0.3407407407407407,0.1407764964893159,1.0435597898000075,1.2595037201274084,0
-0.6,0.4615384615384615,0.1578544061302682,0.0691455756711054,-0.2286189558050735,-0.1267829475483132,2
-0.44,-0.5384615384615384,-0.2886334610472541,-0.3226704348815388,-0.0226229632150013,-0.2896012294109251,1
-0.48,0.0,1.3563218390804597,1.1296697641404367,1.1865562738648825,1.3367321482581185,0
0.5,0.3846153846153846,0.1844189016602809,0.132658028029235,-0.4531548901742845,-0.3354486170774488,2
0.72,-0.6153846153846154,-0.3223499361430396,-0.4492099510055579,-0.6284828550905448,-0.8216842979807607,1
-0.24,-0.6153846153846154,-0.3713920817369093,-0.946174444791116,-0.8956939246153265,-0.8727624876802929,1
0.32,0.5384615384615384,0.269220945083014,0.1590123541125727,0.1390041964386979,0.1610712977451358,2
-0.72,-0.4615384615384615,-0.3233716475095785,-0.6037825738678755,-0.5739215908661298,-0.46200896165202,1
0.28,-0.6923076923076923,-0.3744572158365262,-0.9163125665090236,-0.9685229291898227,-1.259034647679976,1
0.68,-0.7692307692307693,-0.3611749680715198,-0.6226740668707277,-0.6212543949189067,-0.5149924030741834,1
0.4,0.9230769230769232,0.7545338441890166,0.391069446232049,1.525447053041473,1.5077468790042408,0
0.76,0.0769230769230769,0.1660280970625798,0.2628075228678182,0.6035310574269404,0.9985580522599192,0
-0.24,0.0769230769230769,1.5596424010217114,1.1640766400586378,0.8490869910400363,1.1488741574271824,0
0.04,-0.5384615384615384,-0.313154533844189,-0.466031812843053,0.085138558088541,-0.2133627960013963,1
0.46,0.6153846153846154,0.270242656449553,0.1300680501296819,0.7816112812370043,0.2015330070350141,2
-0.78,0.3076923076923077,0.0679438058748403,0.0201382212393139,0.3467543760160296,0.3023677596122543,2
-0.14,0.6153846153846154,0.2406130268199233,0.099970679177114,0.2963366224339344,-0.0747839213460225,2
-0.78,0.3076923076923077,0.335632183908046,0.3236377338979652,0.6628104797550187,1.0360406858283806,0
0.04,0.0769230769230769,-0.1200510855683269,-0.1964269819196882,-0.3019016294279989,-0.5090925545200651,1
-0.56,0.6153846153846154,1.1090676883780333,0.6963202675330386,0.3462402177611432,0.8257387913949167,0
-0.36,-0.6923076923076923,-0.3754789272030651,-0.9335685154116622,-1.2698196665532495,-1.6336600316902588,1
0.24,-0.4615384615384615,-0.2968071519795657,-0.4386182947315258,-0.5374768439756531,-0.9506373188003064,1
-0.24,-0.6923076923076923,-0.3550446998722861,-0.6520168746110836,-0.4740236664020263,-0.6645203945843203,1
0.5,-0.6153846153846154,-0.3662835249042145,-0.8738886820761554,-0.4419341423764697,-0.6341266707774335,1
-0.06,0.5384615384615384,1.71698595146871,0.9798422833241418,1.2498884730255946,1.3699186274781143,0
-0.9,0.1538461538461538,0.6707535121328225,0.6675871788584818,0.4104495104154852,0.3432311762176939,2
0.48,0.6153846153846154,1.0099616858237548,0.64710507408942,1.045797890438925,1.2607381208133797,0
-0.04,0.7692307692307693,0.4848020434227331,0.260888617570324,0.508683981702015,0.4042420321239328,2
-0.72,-0.2307692307692307,-0.0863346104725415,0.0630800282785724,-0.2918604211560999,-0.182531972174802,2
-0.26,0.0,0.4909323116219668,0.6257518111177051,0.2503043363199879,-0.1038779940678378,2
-0.04,-0.6923076923076923,-0.335632183908046,-0.4616319053255805,-0.8340251786321878,-0.7833189901062937,1
0.0,-0.8461538461538461,-0.3826309067688378,-0.8670725967233469,-0.3927564175267475,-0.2762320503171255,1
0.9,0.0769230769230769,-0.1895274584929757,-0.3702087009095057,-0.4792257381573475,-0.8959405588267254,1
0.32,-0.5384615384615384,-0.2753512132822477,-0.2555607900237532,-0.0583115950247627,0.5120941604186768,2
0.2,0.0769230769230769,0.0638569604086845,0.1288588968020525,0.2365430418509697,-0.1126897032507062,2
0.94,0.3076923076923077,0.0648786717752235,0.0158485575151426,0.4298967902914823,0.3554982409196284,2
-0.42,0.1538461538461538,0.0332056194125159,0.0432601039399484,-0.1569392461532645,-0.0660847609090046,2
-0.74,-0.3076923076923077,-0.3141762452107279,-0.6572775285481308,-0.524955578239008,-0.4092842496678203,1
0.16,0.8461538461538461,0.638058748403576,0.3435634569674919,0.2866281047975502,0.262786362154,2
-0.78,0.4615384615384615,1.005874840357599,0.7112035787783331,0.5395334769951987,0.9571647217414664,0
-0.9,0.0,-0.0924648786717752,-0.0959868245901736,-0.0473630486560054,0.0221050116040774,2
0.0,-0.8461538461538461,-0.3867177522349936,-0.9694873355263616,0.2620997315791463,-0.3485525046415826,1
-0.92,-0.4615384615384615,-0.2395913154533844,-0.1762645264999912,0.1161997656043249,0.1447380363909434,2
0.3,0.2307692307692307,0.852618135376756,0.7398778732400153,0.8705606593323504,1.1614310721079066,0
-0.98,-0.8461538461538461,-0.3918263090676884,-1.1249230732736688,-0.6354391138331253,-1.0484834467979365,1
-0.58,0.9230769230769232,1.3379310344827586,0.6820500396474941,0.5692941665721523,0.9765366986338656,0
0.84,-0.3076923076923077,-0.2814814814814815,-0.4793989203966724,-0.8560734943858456,-0.8145777821874158,1
-0.8,0.3846153846153846,0.9159642401021711,0.6987526501081931,0.684495860269933,1.0495541267644064,0
0.98,1.6923076923076923,1.2378033205619412,0.4143989182799405,3.1971570072965103,1.5489727844438042,0
0.68,-0.4615384615384615,-0.3151979565772669,-0.5486862952329011,-0.2434993005935503,-0.6960344322043789,1
-0.44,0.2307692307692307,0.0250319284802043,-0.00688104178831,0.3332350383728403,0.8165218605377608,2
0.28,-0.2307692307692307,-0.140485312899106,-0.0594155078611119,0.0241654379796605,0.581065500025387,2
-0.06,0.0,0.7361430395913154,0.8025637844038109,0.4663112925787305,0.908556698340314,0
0.7,-0.4615384615384615,-0.3141762452107279,-0.5420960956044466,-0.7694831953423311,-0.984436276525153,1
0.18,-0.6923076923076923,-0.3683269476372924,-0.8212050001785566,-0.5467316925636082,-0.7361221655111536,1
0.58,-0.6153846153846154,-0.3468710089399744,-0.653665894739467,-0.690030622660769,-0.5958997988904237,1
-0.9,-0.5384615384615384,-0.2538952745849298,-0.1587986603872514,-0.0328456391062719,-0.29705189369167,1
-0.64,-0.5384615384615384,-0.3100893997445721,-0.4464448925812115,0.0606101848701372,-0.2303591884123741,1
0.56,-0.6153846153846154,-0.2835249042145594,-0.2125044479716736,0.0163623303466787,0.0710812188946464,1
0.14,1.0,1.4697318007662836,0.7086862887950444,0.8738875656874976,0.6126047749540465,0
0.6,0.7692307692307693,0.9415070242656448,0.5513438481843677,0.9770216626970624,1.2224143301687225,0
0.82,-0.6153846153846154,-0.3591315453384419,-0.7842315640770947,-0.3835015689387925,-0.5805191754281049,1
0.94,-0.8461538461538461,-0.3948914431673052,-1.2398999959184571,-0.4006805035726437,-0.8257834441906837,1
0.64,-0.3846153846153846,-0.2099616858237548,-0.1383760376705253,0.0035386185777475,0.0613536672924907,2
0.56,-0.4615384615384615,-0.3468710089399744,-0.7922748659905433,-1.067180824921553,-1.1619887105153988,1
-0.56,0.6923076923076923,0.6503192848020434,0.4076187582936171,0.4628029186042116,0.9061928677272116,0
-0.66,-0.6923076923076923,-0.3376756066411239,-0.4793989203966724,-0.6368303655816415,-0.5328923607133145,1
0.62,-0.6923076923076923,-0.3611749680715198,-0.7249318082187116,-0.7042153415749877,-0.1692594660700193,1
-0.08,-0.7692307692307693,-0.3540229885057471,-0.5355675403405773,-0.7942837699897924,-0.7288342911182095,1
0.28,-0.6153846153846154,-0.3652618135376756,-0.8603251485673761,-0.5816037200861971,-0.4704687182690946,1
-0.3,0.2307692307692307,0.2160919540229885,0.2396655428576087,0.2949756152886469,0.2683422229818349,2
-0.7,0.6923076923076923,1.2102171136653894,0.7124592796655492,0.6815621337567578,1.0477320324010488,0
-0.72,-0.6153846153846154,-0.335632183908046,-0.5524802711909494,-0.1746323390420022,-0.4047153184112444,1
0.06,-0.7692307692307693,-0.3233716475095785,-0.2506483244292949,-0.8060489206457223,-0.7447249911717252,1
0.98,1.0,0.9047254150702426,0.4511105347782418,0.4669766738497599,0.9090046441434596,0
1.0,-0.6923076923076923,-0.3386973180076628,-0.4884535563121409,-0.4504328758837095,-0.3327252646812477,1
0.88,-0.5384615384615384,-0.31213282247765,-0.4594422093270605,-0.3829269214774489,-0.2668266429550581,1
-0.22,0.0769230769230769,-0.0832694763729246,-0.1189158325849235,-0.0116441722430153,-0.2816431979058496,2
-0.5,-0.6923076923076923,-0.3734355044699872,-0.8994925534220648,-0.6103360931533779,-0.8021905530324172,1
0.62,0.6153846153846154,0.4469987228607918,0.2883893370367775,0.5482741673282674,0.9628767640666546,0
0.66,0.1538461538461538,1.2296296296296296,0.9775080769048652,0.8629995085251976,1.1570197130047213,0
-0.58,0.1538461538461538,0.8924648786717753,0.8049347028617817,1.064156364598692,1.2708318811394292,0
0.64,0.0,-0.1363984674329502,-0.1929522080004891,-0.1415144985066727,-0.3788100569422075,2
0.02,0.3076923076923077,0.1415070242656449,0.11634278396592,0.5325772182526181,0.41873249034157,2
0.22,0.2307692307692307,0.918007662835249,0.7771352807224775,0.7376356281426033,1.0822353975426386,0
0.28,1.0769230769230769,0.7698595146871009,0.3503648589412569,0.3677743752599146,0.315971408924072,2
0.1,0.8461538461538461,0.8618135376756066,0.4799664493179959,1.5311935276549091,1.5105152192248894,0
0.46,-0.6923076923076923,-0.3662835249042145,-0.7922748659905433,-0.3295451967789498,-0.5328661187996125,1
-0.88,-0.8461538461538461,-0.3693486590038314,-0.6128006627106903,-0.9872745831915618,-0.6100234257701158,1
0.78,-0.7692307692307693,-0.3509578544061302,-0.5013293884871501,-0.6632339042002193,-0.5637916477462317,1
0.02,0.1538461538461538,-0.1057471264367816,-0.2038135759987573,-0.0850478242788552,-0.335728818799451,2
1.0,-0.6923076923076923,-0.3386973180076628,-0.4884535563121409,-0.2038183811576122,-0.1054943126402472,1
-0.64,1.0769230769230769,1.438058748403576,0.6706984176242196,0.3920910362557181,0.331562329399184,0
-0.76,0.0,-0.1588761174968071,-0.2480419290865458,-0.1644096631507315,-0.0722940639873765,2
-0.62,0.3846153846153846,0.7197956577266922,0.5823570256131062,0.7996370647612566,1.1196161297828158,0
0.42,0.3076923076923077,-0.1353767560664112,-0.3382164696453867,-0.2164303807039431,-0.438122451858608,2
-0.56,0.8461538461538461,0.1476372924648786,-0.0831811885813677,-0.1669199652187062,-0.3986389788925844,2
0.34,0.1538461538461538,0.8189016602809707,0.7618987461737826,0.587289705493176,0.9881463111920692,0
0.6,0.3846153846153846,0.0873563218390804,0.0128310457694585,-0.3051680465766889,-0.194543412139675,2
-0.94,-0.8461538461538461,-0.3877394636015325,-0.9977672099957742,0.0200219273373407,-0.5038174987166156,1
0.64,0.7692307692307693,1.2449553001277138,0.6981882067169503,0.9756001663453178,1.2216135761413998,0
-0.5,-0.2307692307692307,-0.1139208173690932,0.0031941952936339,-0.2111678197421647,-0.111770532919808,2
-0.02,1.0,0.7545338441890166,0.3656626025676336,0.5436467430342898,0.4254012715041892,0
0.88,-0.6153846153846154,-0.2886334610472541,-0.2395435865523177,-0.1914180938338815,-0.0949658200573402,1
0.14,0.0769230769230769,0.6646232439335887,0.7075908001052378,0.6329288117651507,1.0172469960358903,0
-0.92,0.5384615384615384,0.3243933588761175,0.2123762188006616,0.7890514536312426,0.2053995717288737,2
-0.1,-0.1538461538461538,-0.2160919540229885,-0.3235033761975849,-0.6291179917583456,-0.5239995098009098,1
-0.22,1.3076923076923077,0.8669220945083014,0.3371116855291572,0.3736418282862652,0.3197476382006206,0
-0.06,-0.2307692307692307,-0.2120051085568327,-0.260506883756827,-0.2879891119428377,-0.1790565520770712,1
0.7,0.0769230769230769,0.183397190293742,0.2834134641340678,-0.0049601149294922,0.0548718813293646,2
-0.44,0.2307692307692307,0.7218390804597701,0.6597665181399119,0.0001209784129144,0.0587504865710337,2
0.46,0.1538461538461538,1.3859514687100891,1.046724893436621,0.8588559978828778,1.1545976477385584,0
0.34,-0.8461538461538461,-0.3877394636015325,-0.9977672099957742,-0.5206003553740879,-0.4046914371817871,1
-0.38,0.6153846153846154,0.0372924648786717,-0.1476287590576456,-0.4374276964954066,-0.629914090553939,2
-0.94,-0.0769230769230769,1.2173690932311625,1.1195512122023366,0.920706211485388,0.6374831469122728,0
0.32,-0.8461538461538461,-0.3826309067688378,-0.8670725967233469,-0.3914558995879172,-0.2749840371569822,1
-0.24,-0.7692307692307693,-0.3856960408684546,-1.0519509857418954,-1.1039280178443158,-0.8443789864324783,1
0.8,1.0769230769230769,0.7361430395913154,0.3301370065857693,0.3391024913991909,0.2973860509756766,2
0.0,-0.5384615384615384,-0.334610472541507,-0.6210186766392755,-0.8868020112661147,-0.8594686445476836,1
-0.06,-0.7692307692307693,-0.3816091954022989,-0.9585057857602512,-0.8429775811878568,-0.7959188639600374,1
-0.34,0.3076923076923077,0.2130268199233716,0.1994075911004762,0.8537446599372425,0.6017841880155438,2
0.1,-0.3076923076923077,-0.3468710089399744,-0.8979842913527577,-1.3317606139654456,-1.8313661993822064,1
0.98,0.5384615384615384,1.7282247765006389,0.983831585141994,0.663022191977619,1.036173121490082,0
0.96,0.0769230769230769,0.6257982120051085,0.6806352292977685,0.4061245321537938,0.3404899754636477,2
0.52,-0.7692307692307693,-0.378544061302682,-0.8961788644693129,-0.8688972061547767,-0.8331184082243049,1
-0.82,0.5384615384615384,1.2572158365261814,0.7974646818028317,0.6700389399266569,1.0405567587082958,0
-0.24,1.2307692307692308,0.7208173690932311,0.2747224296323316,0.2885637594041813,0.2640764521437608,2
-0.36,-0.6923076923076923,-0.3877394636015325,-1.186247170182412,-0.6002646402782503,-0.7914990091933166,1
-0.18,0.0769230769230769,1.3215836526181357,1.0650261990079772,0.8650258969415145,0.6078531648972123,0
0.5,0.4615384615384615,1.0150702426564495,0.7159517154113566,0.7105667082529961,0.5227301814539518,0
0.82,0.3846153846153846,1.7670498084291189,1.0698853319081734,0.4843068314997543,0.9206306544164076,0
0.16,0.7692307692307693,1.159131545338442,0.6593188587926457,0.4126271218479452,0.3446095521914796,0
0.2,-0.6153846153846154,-0.3397190293742018,-0.5875899036904515,-0.6161733015765,-0.5092042825561371,1
0.06,-0.6923076923076923,-0.378544061302682,-0.9882053004193486,-0.6531322067218631,-0.5518855524342534,1
-0.88,1.0769230769230769,0.7310344827586207,0.3270254916045461,1.5472836565725303,1.5182448833808635,0
0.86,-0.3076923076923077,-0.1905491698595147,-0.1386812582863927,-0.7574155986541151,-0.2421512086983066,1
0.56,0.8461538461538461,0.767816091954023,0.4255390446429428,0.7309818154323088,0.1749590854441332,0
-0.28,-0.6923076923076923,-0.3713920817369093,-0.8670725967233469,-0.6240671430191675,-0.5182072603241858,1
-0.02,0.3076923076923077,0.7197956577266922,0.6193066493889832,0.3571585195266719,0.309115888466293,2
0.96,0.0769230769230769,-0.0761174968071519,-0.1047520977310839,-0.1676760802994215,-0.0750173658056766,2
0.92,-0.3846153846153846,-0.3601532567049808,-0.9806543351167786,-0.9929908132017692,-1.2976884253036032,1
-0.5,-0.8461538461538461,-0.3877394636015325,-0.9977672099957742,-0.3265207364560886,-0.762930215343369,1
0.22,-0.6923076923076923,-0.3734355044699872,-0.8994925534220648,-1.0962458886242483,-1.2187400837286533,1
-0.06,0.7692307692307693,0.4582375478927203,0.2401156187537558,0.5486673471702394,0.0752260409596336,2
0.72,0.0,-0.1241379310344827,-0.1645743194008498,-0.2230237042077804,-0.1219526622940267,2
-0.36,-0.8461538461538461,-0.3795657726692209,-0.7993920663237108,-0.417859438206495,-0.3005409638599987,1
-0.8,0.1538461538461538,-0.1241379310344827,-0.2437694136479277,-0.2346073872443385,-0.4529086490752135,2
-0.38,-0.3076923076923077,-0.313154533844189,-0.6509695508070323,-0.4038864315148766,-0.5989753580955302,1
-0.04,0.3076923076923077,1.1223499361430396,0.8433854841497902,0.8647234509092284,1.158026464346425,0
0.42,-0.3076923076923077,-0.2171136653895274,-0.2227098538102311,-0.4063664889796227,-0.6012383792934439,1
-0.72,-0.1538461538461538,0.5971902937420179,0.8123791143269198,0.6474462213148842,1.0264027767231625,0
-0.76,-0.5384615384615384,-0.3366538952745849,-0.6377538828927959,-0.8910967449245775,-0.8658719250709429,1
-0.36,-0.0769230769230769,1.265389527458493,1.141961028248112,0.5363577936561945,0.9550847327046736,0
-0.68,-0.3846153846153846,-0.3438058748403576,-0.8212050001785566,-0.597179690748932,-0.4877847715998722,1
-0.94,-0.2307692307692307,-0.1690932311621966,-0.1333581672506669,0.3136970246871574,0.2807307805139603,2
0.12,-0.3846153846153846,-0.356066411238825,-0.937074115863768,-0.671974594533288,-0.8696638568538554,1
